userName,content,score,thumbsUpCount,reviewCreatedVersion,at
Pengguna Google,Oke,5,0,1.19.0,2024-05-03 20:43:22
Pengguna Google,aplikasi nya cepat sekali,5,0,1.21.0,2024-05-03 20:35:16
Pengguna Google,Bagussd,4,0,1.21.0,2024-05-03 20:17:37
Pengguna Google,"Memang aku akui kalau apk nih bagus dari segi kerja samanya sama pihak perbankan lainnya,tapi... HAMPIR semua keluhan customer sama tentang gopaylaternya yg selalu diblokir, padahal sudah ada peningkatan limit, tidak berguna jadinya. Kalau diomongin pasti suruh ngadunya via email, JANGAN CUMA MENUNGGU PENGADUAN DONG TAPI PERBAIKI!!!!!! Bayar tagihan ga pernah telat, limit masih sejuta lebih tapi pas waktu mau digunakan, eh ternyata ga bisa (DIBLOKIR) ga apa2 sih, tapi kalian APA2 an????????????",1,115,1.20.2,2024-05-03 20:10:02
Pengguna Google,Gagus...,5,0,1.21.0,2024-05-03 20:05:44
Pengguna Google,Aplikasi GoPay sangat membatu sekali,5,0,1.21.0,2024-05-03 20:04:06
Pengguna Google,Mantap,5,0,1.21.0,2024-05-03 19:48:15
Pengguna Google,"Hati-hati menggunakan fitur gopay later, jika tagihan terlambat 2 hari aja dendanya 50 ribu dan sistem meeeka bisa mengakses handphone kalian. Saat tagihan telat sehari saja anda bayar maka mrka akan melakukak oanggilan telfon ke nomor anda. Dan mereka bisa menjawab tlf dri mrka lewat hp kalian dengan sendirinya dan merekam panggilan tersebut dan panggilan kalian tersebut tersimpan di hp kalian secara otomatis yg di lakukan mereka. Bisa di bilang mereka punya akses ke hp kalian. Hati-hati",1,0,,2024-05-03 19:43:13
Pengguna Google,Saya coba dulu ya.....,5,0,1.21.0,2024-05-03 19:41:19
Pengguna Google,Okay,5,0,1.20.2,2024-05-03 19:39:41
Pengguna Google,Bagus.,5,0,1.20.2,2024-05-03 19:37:02
Pengguna Google,God aplikasi,5,0,1.21.0,2024-05-03 19:29:04
Pengguna Google,Sangat bagus,5,0,1.20.2,2024-05-03 19:28:00
Pengguna Google,Setelah di logout gopay saya ngk bisa masuk lgi di hp saya tapi di hp orang bisa di login dana saya tlong di perbaiki.... Imail : ardiansyah saputra,5,0,1.21.0,2024-05-03 19:23:38
Pengguna Google,bagus,5,0,1.20.2,2024-05-03 19:14:14
Pengguna Google,Jos,5,0,1.20.2,2024-05-03 19:11:27
Pengguna Google,Upgrade ke gopay plus di persulit. Masa gagal terus padahal foto sama di bilang gak sama,1,1,1.20.2,2024-05-03 19:05:46
Pengguna Google,Sungguh mempermudah....urusan,5,0,1.21.0,2024-05-03 19:03:04
Pengguna Google,Bagus,3,0,1.21.0,2024-05-03 19:01:45
Pengguna Google,Semoga LBH baik' lagi,5,0,1.20.2,2024-05-03 18:53:15
Pengguna Google,"Saya bingung dengan gopay pinjam, saya udah daftar dan di suruh masuk ke pengaturan-pilih privasi-iklan. Yg jadi pertanyaan ini pengaturan dimana saya udah cari di pengaturan gak ada yg seperti ini?",1,2,1.20.2,2024-05-03 18:49:34
Pengguna Google,Bagus sekali,5,0,1.20.2,2024-05-03 18:47:45
Pengguna Google,"baik, bener2 free transfer, good job go pay👍👍👍",5,0,1.20.2,2024-05-03 18:36:36
Pengguna Google,mantap,5,0,1.21.0,2024-05-03 18:34:02
Pengguna Google,nyaman pakai gopay,5,0,1.17.0,2024-05-03 18:31:36
Pengguna Google,"Transaksi gak dikenal motong uang lumayan besar. Di history tertera Blibli. Padahal, saya gak pakai Blibli dan di aplikasi terkaitnya juga gak ada. Ini bukan yang pertama kali. Saya kecewa. Uninstall!",1,0,,2024-05-03 18:30:39
Pengguna Google,Sangat puas,4,0,1.16.1,2024-05-03 18:27:05
Pengguna Google,Mari kita download apk ny.. Bagus bangt,5,0,1.20.2,2024-05-03 18:25:27
Pengguna Google,mantapp,5,0,1.20.2,2024-05-03 18:15:26
Pengguna Google,Mhon kebijakan dari aplikasi gopay top up saya blum masuk sampay saat ini,1,0,1.21.0,2024-05-03 18:14:55
Pengguna Google,Ok gasss ok gasss,5,0,1.18.1,2024-05-03 18:11:35
Pengguna Google,kalau amah enak sih,5,0,1.21.0,2024-05-03 18:09:09
Pengguna Google,Bagus banget,5,0,1.21.0,2024-05-03 18:07:13
Pengguna Google,Sangat bagus,5,0,1.21.0,2024-05-03 18:05:39
Pengguna Google,bagus,5,0,1.20.2,2024-05-03 17:54:26
Pengguna Google,Lumayan,5,0,1.20.2,2024-05-03 17:53:12
Pengguna Google,Sangat cocok,5,0,1.21.0,2024-05-03 17:40:02
Pengguna Google,Sangat baik,5,0,1.21.0,2024-05-03 17:39:39
Pengguna Google,mudahan bermanfaat dan saya mudahan dapat gopay pinjam,5,0,1.21.0,2024-05-03 17:39:27
Pengguna Google,Halloo ... Selamat malam .... !!,4,0,1.21.0,2024-05-03 17:37:09
Pengguna Google,Ok,5,0,1.20.2,2024-05-03 17:33:44
Pengguna Google,"Gue saranin lu pada pake ini daah Mantap banget gila Apalagi bisa dilakukan transaksi pake sidik jari Lebih aman ,kalo misal kehilangan hp ni",5,0,1.21.0,2024-05-03 17:27:27
Pengguna Google,Sangat mudah dan cepat transaksinya,5,0,1.20.2,2024-05-03 17:19:22
Pengguna Google,mantap,5,0,1.20.2,2024-05-03 17:13:48
Pengguna Google,🤦‍♀,4,0,1.20.2,2024-05-03 17:10:03
Pengguna Google,"Sering eror, sinyal udh bagus, sering dalam perbaikan terus kalo mau narik,",1,6,1.20.2,2024-05-03 17:04:57
Pengguna Google,Baru menggunakan... No cash.,2,0,1.21.0,2024-05-03 17:04:32
Pengguna Google,Cok setelah di perbarui tadi siang top up sudah terkirim sampai sekarang gk masuk2 parah,1,2,1.21.0,2024-05-03 16:54:03
Pengguna Google,membantu skli,5,0,1.19.0,2024-05-03 16:52:02
Pengguna Google,memuaskan,5,0,,2024-05-03 16:51:39
Pengguna Google,Sangat membantu saya...,5,0,1.21.0,2024-05-03 16:48:46
Pengguna Google,Mantap jadi mudah mau trnsfer Bos qhu,5,0,1.20.2,2024-05-03 16:48:18
Pengguna Google,min tolong unlimited kan saldo saya,5,0,,2024-05-03 16:40:16
Pengguna Google,Yg paling murah paket internet,5,0,1.20.2,2024-05-03 16:35:04
Pengguna Google,Terbaiiik,5,0,1.21.0,2024-05-03 16:33:15
Pengguna Google,Semua ada disini,4,0,1.20.2,2024-05-03 16:30:20
Pengguna Google,Sangat membantu. Pokoknya keren deh,5,0,1.20.2,2024-05-03 16:27:53
Pengguna Google,mantap,4,0,1.20.2,2024-05-03 16:23:26
Pengguna Google,Baguss Dan hemat biayaya,5,0,1.21.0,2024-05-03 16:22:49
Pengguna Google,Sudah Unduh Kenapa Selalu Ada Iklannya 😎,1,0,,2024-05-03 16:21:01
Pengguna Google,Aplikasi yg keren yg memudahkan untuk menabung dan mentransfer,4,0,1.21.0,2024-05-03 16:17:14
Pengguna Google,mantap,5,0,1.20.2,2024-05-03 16:16:49
Pengguna Google,recommended,5,0,1.20.1,2024-05-03 16:15:28
Pengguna Google,Sangat membantu...,5,0,1.20.2,2024-05-03 16:10:58
Pengguna Google,"masalah berubahan pada jatuh tempo gopaylater waktu bulan lalu bayar pertengahan bulan masih aman dan tanpa denda, tiba2 bulan ini berubah mulai awal bulan dan dikenakan denda. buat aplikasi seenaknya.. stress.. mau nyari untung dengan merugikan client? yang bener aje. saya ada bukti pembayaran gopaylater pada pertengahan bulan kemarin dan tanpa denda! trimakasih.",1,22,1.20.2,2024-05-03 16:09:15
Pengguna Google,Heran gue saat pindah kehp yg 1 nomor tdk bisa dikasih msuk ktanya sudah terdaftar gimana jk HP rusak trus kt gunakan mlh error gmn solusinya,3,0,1.21.0,2024-05-03 16:09:02
Pengguna Google,Mantap.,5,0,1.19.0,2024-05-03 16:08:13
Pengguna Google,Mendekati Legend lah klo gue blng..,5,0,,2024-05-03 16:06:29
Pengguna Google,gopay emang okey,5,0,1.20.2,2024-05-03 16:06:24
Pengguna Google,Mantap dan mudah pembayaran ga ribet,5,1,1.20.2,2024-05-03 15:57:57
Pengguna Google,Sangat mudah,5,0,1.20.2,2024-05-03 15:57:51
Pengguna Google,kasih empat bintang dulu..,4,0,1.20.2,2024-05-03 15:54:50
Pengguna Google,lancar semoga akan lebih baik lagi terimakasih,5,0,1.21.0,2024-05-03 15:54:42
Pengguna Google,bagus,5,0,1.17.1,2024-05-03 15:50:10
Pengguna Google,mantap,5,0,1.21.0,2024-05-03 15:49:56
Pengguna Google,mantab sekali,5,0,1.21.0,2024-05-03 15:44:43
Pengguna Google,aplikasi haram bunga nya bertambah sendiri tidak seusai sama polish awal,1,0,1.20.2,2024-05-03 15:43:54
Pengguna Google,Msntab,5,0,1.16.1,2024-05-03 15:36:43
Pengguna Google,Keren Bro...,5,0,1.20.2,2024-05-03 15:35:18
Pengguna Google,Aku pas mau nambah metode bayar nya pas ke app gopay nya loading nya lama banget😭,4,3,1.21.0,2024-05-03 15:25:54
Pengguna Google,Sangat membantu dan puas dengan pelayanan nya,5,1,1.19.0,2024-05-03 15:25:37
Pengguna Google,Mantap,5,0,1.20.2,2024-05-03 15:23:17
Pengguna Google,bagus,5,0,,2024-05-03 15:20:50
Pengguna Google,Top,5,0,1.20.2,2024-05-03 15:17:51
Pengguna Google,Aplikasi nya paten la buwat transaksi cepat.. Mantap,5,1,1.20.2,2024-05-03 15:11:31
Pengguna Google,"sya kaih 5 bintang ,, sangat membantu dan memuaskan dgn menggunakan aplksi gopay memudhkn bertransksi ..",5,0,1.20.2,2024-05-03 15:08:58
Pengguna Google,Simple bgtz,5,0,1.20.2,2024-05-03 15:08:52
Pengguna Google,Bagus sekali lengkap pitur keamanan,5,0,1.21.0,2024-05-03 15:08:43
Pengguna Google,Sesama gopay transper gk da masalah,5,0,1.19.0,2024-05-03 15:08:01
Pengguna Google,Bimbim,5,0,1.20.2,2024-05-03 15:06:52
Pengguna Google,bagus,5,0,1.21.0,2024-05-03 15:06:27
Pengguna Google,Layanan lelet gak bisa bayar tagihan listrik,1,0,1.20.2,2024-05-03 15:05:47
Pengguna Google,bagus,5,0,1.21.0,2024-05-03 15:04:15
Pengguna Google,Bagus semoga menguntungkan,5,0,1.20.2,2024-05-03 15:02:45
Pengguna Google,Sangat bagus dan terpercaya,5,0,1.20.2,2024-05-03 15:00:34
Pengguna Google,Mantap,5,0,1.20.2,2024-05-03 15:00:09
Pengguna Google,Semangat,5,0,1.21.0,2024-05-03 14:59:33
Pengguna Google,bagus dan cepat,5,0,1.20.2,2024-05-03 14:54:03
Pengguna Google,Ok,5,0,1.18.1,2024-05-03 14:49:15
Pengguna Google,Very helpfull.thanks,5,0,1.20.2,2024-05-03 14:48:47
Pengguna Google,"Maaf saya dah download tp mo transfer malah suruh upgrade gopay plus,sdh ikutin saran upgrade tp gagal terus,tlong d jawab ya min caranya gmna biar bsa pakai trnsfrr gopay",2,0,,2024-05-03 14:45:59
Pengguna Google,Mantul,5,0,1.20.2,2024-05-03 14:42:37
Pengguna Google,GoPay ok banget....joss wes....,5,0,1.20.2,2024-05-03 14:41:11
Pengguna Google,Mantap,5,0,1.20.2,2024-05-03 14:38:49
Pengguna Google,Sangat bagus karena cepat prosesnya,5,1,1.21.0,2024-05-03 14:37:45
Pengguna Google,Lebih mudah,5,0,1.21.0,2024-05-03 14:36:27
Pengguna Google,mantap gampang transfer dan bisa dpat koin juga🙏😊,5,0,1.20.2,2024-05-03 14:27:47
Pengguna Google,"Terimah kasi atas aplikasi ini.kaena dapat membantu saya dalam sistim transper ya sangat cepat dan mudah.membuat usaha saya bisa lancar dalam urusan transper yang sangat mudah dan cepat berproses.terimah kasi karna suda membantu dalam proses sistim transper yang sangat cepat dan aman.munkin ini yang bisa saya bilang.sa mungkin saya akan slalu memakai aplikasi dalam usaha dan bisnis yang saya jalankan.karna sangat membutuhkan dalam usaha yang saya jalankan sa,at ini.mudah dan cepat dalam sistim t",5,1,1.21.0,2024-05-03 14:27:37
Pengguna Google,mantap,5,0,1.20.2,2024-05-03 14:25:04
Pengguna Google,Top,5,0,1.19.0,2024-05-03 14:24:18
Pengguna Google,bagus sangat membantu banget,5,0,1.20.2,2024-05-03 14:22:03
Pengguna Google,Bgus bgt,5,0,1.21.0,2024-05-03 14:21:31
Pengguna Google,Ok,4,0,1.20.2,2024-05-03 14:19:59
Pengguna Google,Not bad,3,0,1.21.0,2024-05-03 14:12:56
Pengguna Google,Sangat membantu keperluan saya baik di luar rumah atau di toko tempat saya jualan,5,0,1.20.2,2024-05-03 14:12:42
Pengguna Google,Mantap,5,0,1.20.2,2024-05-03 14:12:07
Pengguna Google,Mantap,5,0,1.20.2,2024-05-03 14:11:08
Pengguna Google,Aplikasi Pemalak Anak Bangsa,1,0,1.20.2,2024-05-03 14:10:42
Pengguna Google,bagus,5,0,1.20.2,2024-05-03 14:08:50
Pengguna Google,Aplikasi taiiiii suruh nunggu 24 jam udah ditungguin Tpi enggak ada perubahan tetep diproses mulu dri kemarin Jangan download aplikasinya nyesel lu sumpah,1,0,1.21.0,2024-05-03 14:06:54
Pengguna Google,sangat memuaskan,4,0,1.20.2,2024-05-03 14:03:22
Pengguna Google,good job,5,0,1.19.0,2024-05-03 14:00:46
Pengguna Google,aplikasi yg bagus bagi kami..para driver gojek...,5,0,1.20.2,2024-05-03 14:00:28
Pengguna Google,Laporan saya belum di balas sampaii sekarang!,1,1,1.21.0,2024-05-03 13:58:51
Pengguna Google,sangat membantu sekali apk nya,5,0,,2024-05-03 13:58:12
Pengguna Google,Sangat hepi membuat tenang,5,0,1.18.1,2024-05-03 13:57:24
Pengguna Google,satu cinta,5,1,1.21.0,2024-05-03 13:56:37
Pengguna Google,Selalu tercepat dalam transfer ke semua bank,5,0,1.21.0,2024-05-03 13:56:31
Pengguna Google,sangat mudah digunakan bagus,4,0,1.20.2,2024-05-03 13:54:55
Pengguna Google,Ok bgt..sy pengguna baru jadi belum tau cara guna nya,5,0,1.20.2,2024-05-03 13:53:20
Pengguna Google,aplikasi bagus sat set pokoknya mantap,5,0,1.21.0,2024-05-03 13:53:18
Pengguna Google,Kirim uang ke semua bank gratis tanpa admin. Aku sangat butuh aplikasi ini buat transfer penghasilan suami sebagai driver online,5,0,1.20.2,2024-05-03 13:53:18
Pengguna Google,"kenapa Gopay yg biasanya transfer ke seabank aman2 aja.. tiba2 kemaren bermasalah.. saldo gopay sudah berkurang bahkan sudah 0 saldonya.. tapi saldo di seabank belum masuk sama sekali.. transfer sudah tanggal 2 Mei,, status DIPROSES.. menunggu sampe tanggal 3 Mei,, baru berhasil transfer.. catatan sukses transfer ada.. tapi saldo tidak masuk ke rekening yg dituju.. ketika dilaporkan malah LAPORANNYA DITUTUP.. ada apa dengan GOPAY???",3,42,1.21.0,2024-05-03 13:52:25
Pengguna Google,Praktis banget pake aplikasi gopay.. Udah gitu gratis TF juga.. Membantu banget,5,2,1.20.2,2024-05-03 13:52:12
Pengguna Google,aplikasi yg mudah dan aman.👍,5,0,1.20.2,2024-05-03 13:51:40
Pengguna Google,permudah dapetin pinjaman gopay later,4,0,1.20.2,2024-05-03 13:50:29
Pengguna Google,Oke..,5,0,1.20.2,2024-05-03 13:50:14
Pengguna Google,Bagus,5,0,,2024-05-03 13:47:06
Pengguna Google,Oke,5,0,1.21.0,2024-05-03 13:39:52
Pengguna Google,Saya sangat suka dengan Gopay..aplikassi yang sangat membantu...terimakasih Gopay!!,5,0,1.20.2,2024-05-03 13:39:24
Pengguna Google,Sangat membantu dan mempermudah,5,0,1.21.0,2024-05-03 13:38:22
Pengguna Google,Mantap aman banget top markotop,5,0,1.18.1,2024-05-03 13:36:15
Pengguna Google,mantap,5,0,1.21.0,2024-05-03 13:21:27
Pengguna Google,gampang di gunakan,5,0,1.21.0,2024-05-03 13:16:28
Pengguna Google,Keren,5,0,1.20.2,2024-05-03 13:14:34
Pengguna Google,Mantap,5,0,1.20.2,2024-05-03 13:10:39
Pengguna Google,Membantu,5,0,1.20.2,2024-05-03 13:10:36
Pengguna Google,"Saya merasa kecewa,,kenapa saldo saya bisa berkurang sendiri tanpa harus konfirmasi ke saya dan dana pengembalian sudah saya minta dari awal kejadian sampe sekarang belum diproses dan belum ada pengembalian...kok bisa saldo dengan sendirinya mampu terpotong tanpa ada konfirmasi ke pemilik akun",1,8,1.20.2,2024-05-03 13:10:13
Pengguna Google,Mantap.. tingkatkan lagi pelayanan nya dan rambah semua lini keuangan ya,5,1,1.21.0,2024-05-03 13:08:37
Pengguna Google,Lom b ......,1,0,1.20.2,2024-05-03 13:07:19
Pengguna Google,Good apps,5,1,1.21.0,2024-05-03 13:05:21
Pengguna Google,Mantab,5,0,1.20.2,2024-05-03 13:05:07
Pengguna Google,Mantap gopay sekarang enak gopay daripada dana,5,1,1.20.2,2024-05-03 13:02:45
Pengguna Google,"Aplkasi gopay pinjam saya knpa ngebug ,gabisa foto ulang dokumen ,setelah foto ulang muncul ,kamu belum bisa aktivasi gopay",1,0,1.14.0,2024-05-03 12:59:39
Pengguna Google,selalu konsisten!,5,0,1.20.2,2024-05-03 12:58:57
Pengguna Google,Sanga memudahkan,5,0,,2024-05-03 12:57:42
Pengguna Google,Bagusss,5,0,1.20.2,2024-05-03 12:56:25
Pengguna Google,ok,5,0,1.20.2,2024-05-03 12:56:01
Pengguna Google,Tampilan sekrng lebih ok,5,0,1.19.0,2024-05-03 12:54:27
Pengguna Google,"apk yg bagus sering dapat notif limit dinaikan,wkwk wh gopay latter sudah lama diblokir, pembayaran lancar ndak ada tunggakan,",1,2,1.20.2,2024-05-03 12:54:23
Pengguna Google,Oke langsung. sip,5,0,1.21.0,2024-05-03 12:50:22
Pengguna Google,"Terimakasih,semua jadi mudah",5,0,1.20.2,2024-05-03 12:49:46
Pengguna Google,Cukup balik Cukup baik,5,0,1.20.2,2024-05-03 12:49:20
Pengguna Google,"AKUN SAYA DIBLOKIR ,TAPI PENANGANAN NIHIL",1,0,1.20.2,2024-05-03 12:42:39
Pengguna Google,Good,5,0,1.20.2,2024-05-03 12:40:20
Pengguna Google,bagus,5,0,1.19.0,2024-05-03 12:37:46
Pengguna Google,aku coba dulu,4,0,1.21.0,2024-05-03 12:36:10
Pengguna Google,"sangat membantu,,aplikasih cerdas,,,",4,0,1.21.0,2024-05-03 12:34:05
Pengguna Google,Masak mau tarik tunai kena biaya admin Rp 5000. Kurang bagus lah,3,0,,2024-05-03 12:33:33
Pengguna Google,Aman kan akun saya dari maling di gopay akun saya sering di bajak orang tolong di idefikafi kan bosku biar aman pakek sidik jari kusus nya,1,0,1.20.2,2024-05-03 12:33:23
Pengguna Google,Kok pas saya teranfer kok gak bisa kudu anuin katepe gimanasih yg bener dong saya kan Mao transfer tolong benerin lagi,1,0,1.21.0,2024-05-03 12:27:13
Pengguna Google,Bagus,5,0,,2024-05-03 12:21:18
Pengguna Google,Kebanyakan verifikasi mau transfer aja,1,0,1.14.0,2024-05-03 12:20:50
Pengguna Google,Ok,3,0,1.21.0,2024-05-03 12:16:32
Pengguna Google,Mantap dan mudah,5,0,1.20.2,2024-05-03 12:16:24
Pengguna Google,pusat bantuan nya lelet,1,0,1.20.2,2024-05-03 12:16:12
Pengguna Google,bagus,5,0,1.19.0,2024-05-03 12:14:20
Pengguna Google,tuk gopay pinjam itu cuma layanan pelengkap aplikasi saja dan jangan harap kalian bisa pinjam di situ kenapa.?? karna saya dan beberapa teman sudah membuktikannya.. sudah isi formulir lengkap data yg di minta dan jumlah penghasilan tapi pada kolom lanjut tidak merespon ( di samarkan pihak gopay) dengan kata lain itu hanya layanan bohong. kecewa dengan layanan ini yang tanpa ada alasan apa kesalahan yg kami isi di formulir gopay pinjam tersebut,1,9,1.20.2,2024-05-03 12:11:20
Pengguna Google,"Parah bener, mau transfer malah dipaksa upgrade. Ganggu amat",1,0,1.20.2,2024-05-03 12:10:40
Pengguna Google,Jangan download dana sampah ga recomend dosnload gopay aja mantap kalii bosku,5,0,,2024-05-03 12:09:00
Pengguna Google,Aplikasi cacat pilih metode pembayaran g bisa loading mulu tolol,1,0,1.21.0,2024-05-03 12:04:11
Pengguna Google,Bgus,5,0,1.21.0,2024-05-03 12:04:00
Pengguna Google,Kenapa kok tanpa pemberitahuan tiap bulan saldo saya kepotong oleh TOKOPEDIA ...? Ya lamalama abus dong saldo saya,1,0,1.20.2,2024-05-03 12:03:49
Pengguna Google,Dasyat,5,0,1.20.2,2024-05-03 12:03:11
Pengguna Google,Bagus,5,0,1.20.2,2024-05-03 12:01:57
Pengguna Google,Good,5,0,,2024-05-03 11:56:38
Pengguna Google,Aplikasi yg sangat bermanfaat. Terima Kasih Gopay. 🙂,5,0,1.20.2,2024-05-03 11:55:42
Pengguna Google,Good...good Poko nyaa,5,0,1.19.0,2024-05-03 11:54:17
Pengguna Google,Prosesnya lama 1jam gk kelar-kelar,1,3,1.20.2,2024-05-03 11:52:23
Pengguna Google,rekom ya...👍,5,0,1.20.2,2024-05-03 11:52:16
Pengguna Google,aplikasi payment bagus biaya admin murah cuma 1.500 dan banyak metode pembayaran untuk top up,5,1,1.20.2,2024-05-03 11:42:58
Pengguna Google,sangat bagus,5,0,1.19.0,2024-05-03 11:42:08
Pengguna Google,👍👍👍,5,0,1.20.2,2024-05-03 11:40:21
Pengguna Google,Mantap,5,0,1.21.0,2024-05-03 11:37:07
Pengguna Google,Sangat bgss,5,0,1.20.2,2024-05-03 11:36:58
Pengguna Google,Sangat memuaskan,5,0,1.19.0,2024-05-03 11:35:28
Pengguna Google,ok banget,5,0,1.20.2,2024-05-03 11:33:47
Pengguna Google,sangat lma prosesnya untuk sidik jari,3,0,1.20.2,2024-05-03 11:31:50
Pengguna Google,mantap,5,0,,2024-05-03 11:30:27
Pengguna Google,"aplikasi yang sangat mudah dan simple, rekomendasi banget pake gopay",5,1,1.20.2,2024-05-03 11:26:31
Pengguna Google,Sering ga kenal QR???,1,0,1.20.2,2024-05-03 11:24:35
Pengguna Google,Muantaape puuuoolllll,5,0,1.20.2,2024-05-03 11:22:11
Pengguna Google,luar biasa,5,0,,2024-05-03 11:15:32
Pengguna Google,Cepat tepat aman,5,0,1.20.2,2024-05-03 11:15:13
Pengguna Google,Keren,5,0,1.21.0,2024-05-03 11:09:04
Pengguna Google,Sangat berguna,5,0,1.20.2,2024-05-03 11:08:54
Pengguna Google,Mantap nih,5,0,1.21.0,2024-05-03 11:06:49
Pengguna Google,Aplikasi jelek,1,0,1.20.2,2024-05-03 11:06:05
Pengguna Google,Good,5,0,1.21.0,2024-05-03 11:04:43
Pengguna Google,Okee,5,0,1.20.2,2024-05-03 11:04:36
Pengguna Google,keren,5,0,1.21.0,2024-05-03 10:59:23
Pengguna Google,goooddd,5,0,1.20.2,2024-05-03 10:59:18
Pengguna Google,Sudah di bayar paylternya semua langsung di blokir apa maksudnya ini gak jelas,1,1,1.20.2,2024-05-03 10:56:01
Pengguna Google,Sangat membantu. Dan mudah untuk semua,5,0,1.20.2,2024-05-03 10:53:33
Pengguna Google,Baru pertama pakai gopay,5,0,1.20.2,2024-05-03 10:47:59
Pengguna Google,Saya kehilangan saldo saya sering banget.transaksi gagal tapi saldo berkurang,3,1,1.21.0,2024-05-03 10:45:55
Pengguna Google,Semuanya penting dn bisa di percaya,5,0,1.20.2,2024-05-03 10:45:45
Pengguna Google,Mantap,5,0,,2024-05-03 10:41:46
Pengguna Google,"Ok, Joss, memudahkan dlm hidup",5,0,1.20.2,2024-05-03 10:40:03
Pengguna Google,Mantap,5,0,1.20.2,2024-05-03 10:39:51
Pengguna Google,Good,5,0,1.21.0,2024-05-03 10:34:20
Pengguna Google,"Fatal, mau tarik tunai BCA kelamaan kodenya, udah 10 menit ga dibatalin langsung , harus Berjam jam nunggu, pas banget lagi perlu malah di ulur ulur, perbaikin koneksi dan sistemnya, sebagai app keuangan hal gini fatal banget",1,11,1.21.0,2024-05-03 10:33:59
Pengguna Google,mantap untuk tf ke bank sampai 100 kali bebas admin,5,0,1.20.2,2024-05-03 10:33:38
Pengguna Google,Lumayan praktis,5,0,1.20.2,2024-05-03 10:28:47
Pengguna Google,mudah dan murah,5,0,1.20.2,2024-05-03 10:27:40
Pengguna Google,naise,4,0,1.20.2,2024-05-03 10:22:53
Pengguna Google,pemula di coba dulu star 5 ?,5,0,1.20.2,2024-05-03 10:20:35
Pengguna Google,Mempermudah,5,0,1.20.2,2024-05-03 10:17:39
Pengguna Google,Aman/ amanah..gampang di gunakan.tranfer gratis pula,5,0,1.20.2,2024-05-03 10:16:01
Pengguna Google,aplikasi gopay ini buat saya sangat membantu..dari semua aspek...semoga makin banyak yang pake gopay..top abis..dan recommend banget..buat segala jenis pembayaran dan mempermudah transaksi keuangan..😍👍,5,191,1.20.2,2024-05-03 10:15:37
Pengguna Google,Trf ke e wallet lain 3x24 jam baru direfund dan anehnya saldo balik ke gopay saldo nggak bisa dipake jujur ini gimana sih app kapok pake nih app,1,2,1.21.0,2024-05-03 10:10:37
Pengguna Google,Mudah cepat sesuai,5,0,1.20.2,2024-05-03 10:02:18
Pengguna Google,Sangat membantu,5,0,1.21.0,2024-05-03 10:01:13
Pengguna Google,Kecewa berat Cok gua transaksi TF ke bank Setatus diproses tp udah 1hari GK masuk masuk Gua lapor ke costumer service nya malah di suruh nunggu 2hari Gak termasuk hari (saptu Minggu),1,1,1.21.0,2024-05-03 09:58:06
Pengguna Google,Pokoknya GoPay mantap,5,0,1.20.2,2024-05-03 09:53:38
Pengguna Google,Gerak cepat banget,5,0,1.21.0,2024-05-03 09:52:01
Pengguna Google,Cepat dan mudah,5,0,1.21.0,2024-05-03 09:50:38
Pengguna Google,mantab,5,0,1.16.1,2024-05-03 09:47:44
Pengguna Google,sangat membantu,5,0,1.20.2,2024-05-03 09:47:26
Pengguna Google,Apk gak guna spinjam selalu ditolak..buat apa coba..gak ada istimewa nya kalo buat tranfer ya mendingbeaking,1,1,,2024-05-03 09:47:19
Pengguna Google,Buat transaksi kemanapun lebih cepat dan tidak ribet,5,1,1.21.0,2024-05-03 09:46:42
Pengguna Google,"Sangat mudah bertransaksi, ada gratis pula",5,0,1.20.2,2024-05-03 09:46:23
Pengguna Google,Free transfer,5,0,1.19.0,2024-05-03 09:45:05
Pengguna Google,Mantap keren pokoknya,5,0,1.20.2,2024-05-03 09:44:21
Pengguna Google,Good,5,0,1.20.2,2024-05-03 09:42:35
Pengguna Google,"Sesuai janji saya, alhamdulillah kendala saya udh teratasi. Dan dana sudah saya terima kembali hari ini, terimakasih banyak Maaf klo saya insist karena uangnya dibutuhkan segera. Semoga gak keulang lg kejadian yg sama. Sukses terus gopay",5,0,1.20.2,2024-05-03 09:35:42
Pengguna Google,Parah ah Sekar gopay transfer ke rek bank konvensional pending terus apalagi kita sering pakai transfer ke bank konvensional Jadi pada intinya ga mau rugi juga gopay 🤣🤣🤣,1,0,1.20.2,2024-05-03 09:32:21
Pengguna Google,"Untuk keseluruhan sudah baik, tetapi harus tetap lebih baik lagi 😅",4,0,1.19.0,2024-05-03 09:30:30
Pengguna Google,mantap gopay,5,0,1.18.1,2024-05-03 09:26:46
Pengguna Google,mantap,5,0,1.20.2,2024-05-03 09:26:06
Pengguna Google,Memudahkan dalam bertransaksi,5,0,1.20.2,2024-05-03 09:25:46
Pengguna Google,"Suka dgn app ini,apalagi klau dpt promo😁👍",5,0,1.19.0,2024-05-03 09:25:16
Pengguna Google,Josss,5,0,1.20.2,2024-05-03 09:22:02
Pengguna Google,Mantab betull,5,0,1.20.2,2024-05-03 09:16:49
Pengguna Google,Bagus,4,0,1.21.0,2024-05-03 09:16:01
Pengguna Google,Hapus Gopay PayLater dan Gopay Pinjam nya,1,0,,2024-05-03 09:13:59
Pengguna Google,"sangat baik,mudah di gunakan",5,0,,2024-05-03 09:13:29
